recipe_id,ingredient_id,ingredient_name,quantity
a796196f-ff3a-3918-8e1e-f14043b673b2,3cda6d98-dad4-3969-834b-002e5041f82f,Farina 00,320 g
a796196f-ff3a-3918-8e1e-f14043b673b2,1fefae41-ede7-391f-bbd1-6c632b5ca971,Lievito di birra fresco,12 g
a796196f-ff3a-3918-8e1e-f14043b673b2,e30b94d7-2677-3267-a3fb-b06b48ceaa64,Zucchero,80 g
a796196f-ff3a-3918-8e1e-f14043b673b2,e41572be-086d-388e-b67a-e2c1df3eb834,Baccello di vaniglia,1
a796196f-ff3a-3918-8e1e-f14043b673b2,e9d64fac-d42b-32b3-aba8-eaade105acb4,Scorza di limone,½
a796196f-ff3a-3918-8e1e-f14043b673b2,75f59929-ea73-3c12-9c6b-0b58747dee21,Sale fino,1 pizzico
a796196f-ff3a-3918-8e1e-f14043b673b2,2e1d7fc8-9ff1-3691-b5f8-7325d9144b0c,Uova,(circa 2) 100 g
a796196f-ff3a-3918-8e1e-f14043b673b2,b1030499-78cd-344a-8c79-cbf5369ff8d5,Latte intero,80 g
a796196f-ff3a-3918-8e1e-f14043b673b2,2e1d7fc8-9ff1-3691-b5f8-7325d9144b0c,Uova,1
a796196f-ff3a-3918-8e1e-f14043b673b2,9795c15f-571d-3c75-953d-78748abb301d,Granella di zucchero,40 g
10ce021c-b350-3811-8088-14c1df7c8583,d52c6f26-8a8f-3361-a0a8-6f1451954ddb,Cioccolato fondente,300 g
10ce021c-b350-3811-8088-14c1df7c8583,e1159b88-4268-32be-bc71-d6125ec3ee2f,Cioccolato bianco,500 g
10ce021c-b350-3811-8088-14c1df7c8583,2b4e465b-72e5-3ecb-93d2-8db51317c85d,Crema spalmabile alle nocciole,400 g
10ce021c-b350-3811-8088-14c1df7c8583,baa8c39f-2840-38f9-812d-da87445d1083,Nocciole intere spellate,300 g
90111dd0-47f2-3ca6-880f-ae2f193b140a,3e1c0476-de20-3f36-9ee6-e70f3d3ace7d,Polenta istantanea,250 g
90111dd0-47f2-3ca6-880f-ae2f193b140a,8bb9fb3e-c490-3ce9-baf4-94e986e1157f,Acqua,1 l
90111dd0-47f2-3ca6-880f-ae2f193b140a,13d4dcd6-ccff-3016-a8b7-fa7701f20815,Olio extravergine d'oliva,1 cucchiaio
90111dd0-47f2-3ca6-880f-ae2f193b140a,75f59929-ea73-3c12-9c6b-0b58747dee21,Sale fino,q.b.
90111dd0-47f2-3ca6-880f-ae2f193b140a,b0c86bba-a224-39fb-aa1f-e791bdd3c2e4,Salamella,q.b.
90111dd0-47f2-3ca6-880f-ae2f193b140a,a98ecb21-8797-3311-a203-d5e8a6508432,Stracchino,q.b.
90111dd0-47f2-3ca6-880f-ae2f193b140a,13d4dcd6-ccff-3016-a8b7-fa7701f20815,Olio extravergine d'oliva,q.b.
90111dd0-47f2-3ca6-880f-ae2f193b140a,67adc40d-d4bf-32a4-8e55-0f962fcb1153,Cavolo nero,q.b.
90111dd0-47f2-3ca6-880f-ae2f193b140a,84138af4-796e-3782-aa76-55265285c350,Funghi champignon,q.b.
90111dd0-47f2-3ca6-880f-ae2f193b140a,9951ebfd-62a0-39eb-b36f-3c809ab5cbbb,Toma,q.b.
90111dd0-47f2-3ca6-880f-ae2f193b140a,51912df2-ed8e-35bd-9773-595aae5a1b46,Nocciole,q.b.
90111dd0-47f2-3ca6-880f-ae2f193b140a,9d86273c-49c7-3045-862e-e05cd7305c60,Burro,q.b.
90111dd0-47f2-3ca6-880f-ae2f193b140a,a41f611a-9ae8-3ec7-9816-054a6e1bc3e2,Aglio,2 spicchi
90111dd0-47f2-3ca6-880f-ae2f193b140a,cb95dccc-c65e-3aa1-a67a-141bce767bff,Timo,q.b.
90111dd0-47f2-3ca6-880f-ae2f193b140a,75f59929-ea73-3c12-9c6b-0b58747dee21,Sale fino,q.b.
90111dd0-47f2-3ca6-880f-ae2f193b140a,13d4dcd6-ccff-3016-a8b7-fa7701f20815,Olio extravergine d'oliva,q.b.
90111dd0-47f2-3ca6-880f-ae2f193b140a,c7f0970b-a664-38a6-a22e-e6980162a655,Spinaci,novelli q.b.
90111dd0-47f2-3ca6-880f-ae2f193b140a,e97df5f2-db17-3124-80b6-b4c890b78b33,Roquefort,q.b.
90111dd0-47f2-3ca6-880f-ae2f193b140a,c31e3f1a-45d0-331a-b929-d86e8f3258e7,Melagrana,q.b.
90111dd0-47f2-3ca6-880f-ae2f193b140a,a41f611a-9ae8-3ec7-9816-054a6e1bc3e2,Aglio,1 spicchio
90111dd0-47f2-3ca6-880f-ae2f193b140a,75f59929-ea73-3c12-9c6b-0b58747dee21,Sale fino,q.b.
90111dd0-47f2-3ca6-880f-ae2f193b140a,13d4dcd6-ccff-3016-a8b7-fa7701f20815,Olio extravergine d'oliva,q.b.
ef95621d-fb8f-37fe-a206-a49462b85f77,3cda6d98-dad4-3969-834b-002e5041f82f,Farina 00,175 g
ef95621d-fb8f-37fe-a206-a49462b85f77,9d86273c-49c7-3045-862e-e05cd7305c60,Burro,175 g
ef95621d-fb8f-37fe-a206-a49462b85f77,e30b94d7-2677-3267-a3fb-b06b48ceaa64,Zucchero,150 g
ef95621d-fb8f-37fe-a206-a49462b85f77,2e1d7fc8-9ff1-3691-b5f8-7325d9144b0c,Uova,medie 3
ef95621d-fb8f-37fe-a206-a49462b85f77,b3dc3655-5eb3-3ef1-aad9-7cbd1d240c6f,Lievito in polvere per dolci,8 g
ef95621d-fb8f-37fe-a206-a49462b85f77,e9d64fac-d42b-32b3-aba8-eaade105acb4,Scorza di limone,(da grattugiare) 1
ef95621d-fb8f-37fe-a206-a49462b85f77,60c057be-c375-3142-827b-c747d714a90c,Aroma alla mandorla,amara 1 cucchiaino
ef95621d-fb8f-37fe-a206-a49462b85f77,75f59929-ea73-3c12-9c6b-0b58747dee21,Sale fino,q.b.
ef95621d-fb8f-37fe-a206-a49462b85f77,9d86273c-49c7-3045-862e-e05cd7305c60,Burro,q.b.
f151c1d3-07df-3569-9d79-1c2e57d1264b,8a945da4-8ebb-39e0-bfe6-c992cb87cfb1,Melanzane,600 g
f151c1d3-07df-3569-9d79-1c2e57d1264b,91ecdf00-145f-37c5-adbf-27606c905163,Tahina,70 g
f151c1d3-07df-3569-9d79-1c2e57d1264b,d74a28b5-1e6a-3c4d-94f2-805aec387df5,Succo di limone,1
f151c1d3-07df-3569-9d79-1c2e57d1264b,a41f611a-9ae8-3ec7-9816-054a6e1bc3e2,Aglio,1 spicchio
f151c1d3-07df-3569-9d79-1c2e57d1264b,13d4dcd6-ccff-3016-a8b7-fa7701f20815,Olio extravergine d'oliva,q.b.
f151c1d3-07df-3569-9d79-1c2e57d1264b,75f59929-ea73-3c12-9c6b-0b58747dee21,Sale fino,q.b.
f151c1d3-07df-3569-9d79-1c2e57d1264b,39bf8879-de05-394f-af6a-c761be7c9bf7,Pepe nero,q.b.
f151c1d3-07df-3569-9d79-1c2e57d1264b,60058d32-4dca-3e25-b256-573d1c14b8cd,Menta,q.b.
f151c1d3-07df-3569-9d79-1c2e57d1264b,081be1f1-3f51-366f-ac59-ace754875cef,Paprika dolce,q.b.
f151c1d3-07df-3569-9d79-1c2e57d1264b,70607280-869d-3868-be92-d0e79fbc20e2,Semi di sesamo,q.b.
f151c1d3-07df-3569-9d79-1c2e57d1264b,39bf8879-de05-394f-af6a-c761be7c9bf7,Pepe nero,q.b.
662aa138-b8e2-36ad-9940-8bce906fc636,1de0ccb8-d60d-3a3a-ac0f-e2decbd53ae9,Yogurt magro,bianco 125 g
662aa138-b8e2-36ad-9940-8bce906fc636,3cda6d98-dad4-3969-834b-002e5041f82f,Farina 00,150 g
662aa138-b8e2-36ad-9940-8bce906fc636,b1030499-78cd-344a-8c79-cbf5369ff8d5,Latte intero,200 g
662aa138-b8e2-36ad-9940-8bce906fc636,2e1d7fc8-9ff1-3691-b5f8-7325d9144b0c,Uova,(1 medio) 58 g
662aa138-b8e2-36ad-9940-8bce906fc636,b3dc3655-5eb3-3ef1-aad9-7cbd1d240c6f,Lievito in polvere per dolci,8 g
662aa138-b8e2-36ad-9940-8bce906fc636,13d4dcd6-ccff-3016-a8b7-fa7701f20815,Olio extravergine d'oliva,"per ungere la padella, facoltativo q.b."
35779205-97ce-3b22-a380-1fc9d5d145ff,643c95ca-a6b8-3a46-b5e2-15370fe1bfed,Prezzemolo,15 g
35779205-97ce-3b22-a380-1fc9d5d145ff,a41f611a-9ae8-3ec7-9816-054a6e1bc3e2,Aglio,3 spicchi
35779205-97ce-3b22-a380-1fc9d5d145ff,fd901fdc-0a13-35e1-ba3f-9e6cbcf6b98f,Peperoncino secco,piccoli 2
35779205-97ce-3b22-a380-1fc9d5d145ff,fb7ce2d2-c635-3269-b0e3-0a010b41031b,Origano,secco 2 cucchiai
35779205-97ce-3b22-a380-1fc9d5d145ff,cb95dccc-c65e-3aa1-a67a-141bce767bff,Timo,secco 2 cucchiai
35779205-97ce-3b22-a380-1fc9d5d145ff,59e743d1-1fcc-3bb8-a18b-105bb2748123,Cumino in polvere,1 cucchiaino
35779205-97ce-3b22-a380-1fc9d5d145ff,75f59929-ea73-3c12-9c6b-0b58747dee21,Sale fino,1 cucchiaino
35779205-97ce-3b22-a380-1fc9d5d145ff,39bf8879-de05-394f-af6a-c761be7c9bf7,Pepe nero,1 cucchiaino
35779205-97ce-3b22-a380-1fc9d5d145ff,8bb9fb3e-c490-3ce9-baf4-94e986e1157f,Acqua,60 g
35779205-97ce-3b22-a380-1fc9d5d145ff,13d4dcd6-ccff-3016-a8b7-fa7701f20815,Olio extravergine d'oliva,40 g
35779205-97ce-3b22-a380-1fc9d5d145ff,5b37c859-6505-34a2-bb0a-0e6f576e6a7d,Aceto di vino bianco,20 g
99ab226f-c5e7-3949-abfc-1ad15e1469cf,250bd280-9030-3150-be1f-f3a493c0c3e2,Zucchine,200 g
99ab226f-c5e7-3949-abfc-1ad15e1469cf,e7a0b01c-8039-3e0b-8d89-3e8aae5e024b,Carote,200 g
99ab226f-c5e7-3949-abfc-1ad15e1469cf,3397fef0-8e00-3b30-a3b2-13fb4d0d418a,Patate,200 g
99ab226f-c5e7-3949-abfc-1ad15e1469cf,3cda6d98-dad4-3969-834b-002e5041f82f,Farina 00,100 g
99ab226f-c5e7-3949-abfc-1ad15e1469cf,a6d69679-5d12-3a9d-9eee-5832817263c5,Bicarbonato,1 g
99ab226f-c5e7-3949-abfc-1ad15e1469cf,081be1f1-3f51-366f-ac59-ace754875cef,Paprika dolce,1 cucchiaino
99ab226f-c5e7-3949-abfc-1ad15e1469cf,cb95dccc-c65e-3aa1-a67a-141bce767bff,Timo,2 rametti
99ab226f-c5e7-3949-abfc-1ad15e1469cf,75f59929-ea73-3c12-9c6b-0b58747dee21,Sale fino,q.b.
99ab226f-c5e7-3949-abfc-1ad15e1469cf,39bf8879-de05-394f-af6a-c761be7c9bf7,Pepe nero,q.b.
99ab226f-c5e7-3949-abfc-1ad15e1469cf,13d4dcd6-ccff-3016-a8b7-fa7701f20815,Olio extravergine d'oliva,q.b.
5b4ff380-91f4-3e44-9efa-18aff3cfa893,5ca5b5a0-37c3-36ac-8d87-2db2a9a52016,Feta,200 g
5b4ff380-91f4-3e44-9efa-18aff3cfa893,ed066ab5-fc89-3bd7-8d28-3a53b9107e31,Pomodori ramati,2
5b4ff380-91f4-3e44-9efa-18aff3cfa893,d576e2cd-b5cc-379a-aa85-9ee450f59c47,Cipolle rosse,1
5b4ff380-91f4-3e44-9efa-18aff3cfa893,eb25db12-0a2d-3cff-90a8-9a8e56b19a67,Olive nere,denocciolate 20 g
5b4ff380-91f4-3e44-9efa-18aff3cfa893,fb7ce2d2-c635-3269-b0e3-0a010b41031b,Origano,secco q.b.
5b4ff380-91f4-3e44-9efa-18aff3cfa893,13d4dcd6-ccff-3016-a8b7-fa7701f20815,Olio extravergine d'oliva,20 g
5b4ff380-91f4-3e44-9efa-18aff3cfa893,75f59929-ea73-3c12-9c6b-0b58747dee21,Sale fino,q.b.
167d8825-5552-3081-9bd0-0b6a7c2b4f75,3cda6d98-dad4-3969-834b-002e5041f82f,Farina 00,250 g
167d8825-5552-3081-9bd0-0b6a7c2b4f75,2e1d7fc8-9ff1-3691-b5f8-7325d9144b0c,Uova,medie 3
167d8825-5552-3081-9bd0-0b6a7c2b4f75,8bb9fb3e-c490-3ce9-baf4-94e986e1157f,Acqua,a temperatura ambiente 150 g
167d8825-5552-3081-9bd0-0b6a7c2b4f75,75f59929-ea73-3c12-9c6b-0b58747dee21,Sale fino,q.b.
167d8825-5552-3081-9bd0-0b6a7c2b4f75,8bf243a0-99cc-36cd-83a3-6b933b4158a8,Noce moscata,q.b.
167d8825-5552-3081-9bd0-0b6a7c2b4f75,a02f4ce0-35c4-3d10-8da4-9996879afa57,Erba cipollina,q.b.
167d8825-5552-3081-9bd0-0b6a7c2b4f75,9d86273c-49c7-3045-862e-e05cd7305c60,Burro,55 g
a1a4a670-204a-397c-9efe-1031256ce921,a1a4a670-204a-397c-9efe-1031256ce921,Calamarata,400 g
a1a4a670-204a-397c-9efe-1031256ce921,02c9d881-10f8-365a-81b5-8f20c5afb025,Calamari,(da pulire) 600 g
a1a4a670-204a-397c-9efe-1031256ce921,a41f611a-9ae8-3ec7-9816-054a6e1bc3e2,Aglio,1 spicchio
a1a4a670-204a-397c-9efe-1031256ce921,d3cec5ea-554c-3be2-ab85-e909aeed2f46,Peperoncino fresco,1
a1a4a670-204a-397c-9efe-1031256ce921,643c95ca-a6b8-3a46-b5e2-15370fe1bfed,Prezzemolo,1 ciuffo
a1a4a670-204a-397c-9efe-1031256ce921,6f294678-ef21-386e-9749-fe323e56822d,Pomodorini ciliegino,400 g
a1a4a670-204a-397c-9efe-1031256ce921,2bcede82-8f3e-30c6-ae49-5ae42584a47e,Vino bianco,60 g
a1a4a670-204a-397c-9efe-1031256ce921,999d2a66-75f9-3d37-8ea3-47bb7b8f442d,Triplo concentrato di pomodoro,25 g
a1a4a670-204a-397c-9efe-1031256ce921,59e72f99-2d41-32d1-bb1c-740dae5581fc,Sale,q.b.
a1a4a670-204a-397c-9efe-1031256ce921,39bf8879-de05-394f-af6a-c761be7c9bf7,Pepe nero,q.b.
a1a4a670-204a-397c-9efe-1031256ce921,13d4dcd6-ccff-3016-a8b7-fa7701f20815,Olio extravergine d'oliva,q.b.
c42ad706-b809-3b41-97b0-4c39852e3dcb,4c3ad802-dbc0-34f6-8639-eb0c6135fef4,Farina integrale,350 g
c42ad706-b809-3b41-97b0-4c39852e3dcb,9d86273c-49c7-3045-862e-e05cd7305c60,Burro,freddo 150 g
c42ad706-b809-3b41-97b0-4c39852e3dcb,b74224b4-6744-3afb-a95e-97461ce00f17,Zucchero muscovado,150 g
c42ad706-b809-3b41-97b0-4c39852e3dcb,e9d64fac-d42b-32b3-aba8-eaade105acb4,Scorza di limone,1
c42ad706-b809-3b41-97b0-4c39852e3dcb,2e1d7fc8-9ff1-3691-b5f8-7325d9144b0c,Uova,(circa 2) 110 g
ca6f208f-2860-3819-a26a-773ca7f2ec40,4131175c-6e82-316e-8049-69256032c589,Pomodori pizzutelli,maturi 250 g
ca6f208f-2860-3819-a26a-773ca7f2ec40,72527d4b-857c-3465-8b2c-98896dfb01ee,Mandorle,70 g
ca6f208f-2860-3819-a26a-773ca7f2ec40,6df8d955-1116-36f1-ba3a-50ddcfc2a9bf,Basilico,q.b.
ca6f208f-2860-3819-a26a-773ca7f2ec40,13d4dcd6-ccff-3016-a8b7-fa7701f20815,Olio extravergine d'oliva,q.b.
ca6f208f-2860-3819-a26a-773ca7f2ec40,75f59929-ea73-3c12-9c6b-0b58747dee21,Sale fino,q.b.
ca6f208f-2860-3819-a26a-773ca7f2ec40,99290787-915c-3aab-b4e0-5d6b785655e1,Aglio rosso,1 spicchio
ca6f208f-2860-3819-a26a-773ca7f2ec40,22448cf9-b8cd-3809-9773-1c408b0966c3,Pecorino,"(siciliano, da grattugiare) 1 cucchiaio"
99e80d58-e2d8-3b83-a788-6518d230dddc,3397fef0-8e00-3b30-a3b2-13fb4d0d418a,Patate,500 g
99e80d58-e2d8-3b83-a788-6518d230dddc,75f59929-ea73-3c12-9c6b-0b58747dee21,Sale fino,q.b.
99e80d58-e2d8-3b83-a788-6518d230dddc,d089fed3-a887-335d-8805-f488506b19fa,Olio di semi di arachide,per friggere q.b.
cfa8279d-b6d7-32bb-b21a-ee416d9fe57d,3397fef0-8e00-3b30-a3b2-13fb4d0d418a,Patate,800 g
cfa8279d-b6d7-32bb-b21a-ee416d9fe57d,6df8d955-1116-36f1-ba3a-50ddcfc2a9bf,Basilico,fresco 10 g
cfa8279d-b6d7-32bb-b21a-ee416d9fe57d,643c95ca-a6b8-3a46-b5e2-15370fe1bfed,Prezzemolo,fresco 10 g
cfa8279d-b6d7-32bb-b21a-ee416d9fe57d,497a9563-d582-3034-9227-a7673ce818b8,Capperi sott'aceto,15 g
cfa8279d-b6d7-32bb-b21a-ee416d9fe57d,fb2b804f-f67b-3e89-b19f-6a2682c2cc5d,Acciughe (alici),sott'olio 20 g
cfa8279d-b6d7-32bb-b21a-ee416d9fe57d,13d4dcd6-ccff-3016-a8b7-fa7701f20815,Olio extravergine d'oliva,30 g
cfa8279d-b6d7-32bb-b21a-ee416d9fe57d,5b37c859-6505-34a2-bb0a-0e6f576e6a7d,Aceto di vino bianco,8 g
cfa8279d-b6d7-32bb-b21a-ee416d9fe57d,39bf8879-de05-394f-af6a-c761be7c9bf7,Pepe nero,q.b.
cfa8279d-b6d7-32bb-b21a-ee416d9fe57d,fb7ce2d2-c635-3269-b0e3-0a010b41031b,Origano,essiccato q.b.
68d7f17d-21d1-386b-bce8-3e44556879b8,d3d7872e-7302-3fd4-8b5f-7065cf0f5ae6,Zucca delica,pulita 500 g
68d7f17d-21d1-386b-bce8-3e44556879b8,e7ee9562-362b-32ba-9eca-815de97b6102,Ricotta vaccina,100 g
68d7f17d-21d1-386b-bce8-3e44556879b8,3cda6d98-dad4-3969-834b-002e5041f82f,Farina 00,100 g
68d7f17d-21d1-386b-bce8-3e44556879b8,2e1d7fc8-9ff1-3691-b5f8-7325d9144b0c,Uova,1
