recipe_id,title,description
ef95621d-fb8f-37fe-a206-a49462b85f77,Madeleine,"Per preparare le madeleine per prima cosa fate sciogliere il burro e lasciatelo intiepidire. In una ciotola versate la farina e lo zucchero , il lievito  e il sale .Insaporite con la scorza grattugiata di limone  e l’aroma di mandorle amare , poi unite il burro fuso intiepidito .Mescolate energicamente con una frusta per amalgamare il composto . A questo punto aggiungete un uovo alla volta , mescolando ogni volta con la frusta per farle assorbire completamente .Quando avrete ottenuto una consistenza omogenea , lasciate riposare l’impasto in frigorifero per almeno un’ora , coperto con pellicola. Trascorso questo tempo imburrate uno stampo da madeleine e riempite ogni formina con mezzo cucchiaio di impasto , aiutandovi con un altro cucchiaio per farlo scivolare.Non riempite eccessivamente le formine altrimenti l’impasto fuoriuscirà in cottura . Cuocete in forno statico preriscaldato a ° per circa  minuti. Una volta dorate, sfornate  e capovolgete lo stampo per sformare le madeleine. Lasciate intiepidire e servite !"
f151c1d3-07df-3569-9d79-1c2e57d1264b,Babaganoush,"Per preparare il babaganoush lavate le melanzane, poi spuntatele  e tagliatele a metà  per il lungo. Con un coltello incidete la polpa a scacchiera . Adagiate le melanzane su una teglia rivestita con carta forno unta con un giro d'olio . Posizionatele in modo che la parte con la buccia sia rivolta verso l'alto . Infornate a ° in modalità statica per - minuti. Al termine, le melanzane dovranno risultare morbide ma ancora sode e con la buccia leggermente avvizzita . Se dovessero rilasciare un po' di acqua di vegetazione, lasciatele riposare su uno scolapasta mentre intiepidiscono.Una volta intiepidite, raccogliete con un cucchiaio tutta la polpa . Raccoglietela in un mixer e unite lo spicchio d'aglio schiacciato, il succo di limone  e la tahina .Aggiungete infine anche il sale  e frullate per ottenere una salsa omogenea . Ora tagliate  a striscioline le foglie di menta . Trasferite il babaganoush in una ciotola  e insaporitelo a piacere con spezie e aromi. Noi abbiamo aggiunto un giro d'olio , la menta fresca , i semi di sesamo , la paprika e abbondante pepe . Il babaganoush è pronto, si può gustare tiepido o freddo ."
662aa138-b8e2-36ad-9940-8bce906fc636,Pancake senza burro,"Per preparare i pancake senza burro, cominciate ponendo l’uovo in una ciotola e sbattendolo con una frusta a mano . Quando risulta chiaro e spumoso, aggiungete il latte a filo  e, continuando a sbattere, unite anche lo yogurt .Aggiungete quindi, passandola attraverso un setaccio, la farina e il lievito a pioggia . Procedete amalgamando con cura, con movimenti delicati dal basso vero l’alto per non smontare il composto, fino ad ottenere una pastella liscia e omogenea . Coprite con pellicola, e ponetela in frigo a riposare per circa  minuti. Trascorso questo tempo, recuperate la pastella e scaldate sul fuoco medio una padella antiaderente o una padella specifica per crepe, ungendola, se necessario, con un panno di carta intriso di olio. Versate al centro della padella una cucchiaiata di pastella , lasciando che si allarghi da sola.Dopo qualche minuto, quando cominciano a fiorire delle piccole bollicine in superficie, è il momento di girare il pancake, con l’aiuto di una spatola . Fatelo dunque cuocere un altro minuto  e quando è pronto adagiatelo su un piatto. Proseguite così fino ad esaurire la pastella. Servite i vostri pancake senza burro accompagnati da frutta fresca, miele o confetture !"
35779205-97ce-3b22-a380-1fc9d5d145ff,Chimichurri,"Per realizzare preparare il chimichurri prendete una ciotola e versate all’interno il timo secco , l’origano secco  e il peperoncino sbriciolato .Unite il cumino in polvere , il pepe nero  e gli spicchi di aglio schiacciati .Aggiungete anche le foglie di prezzemolo che avrete precedentemente lavato e asciugato , il sale, l’aceto  e l’acqua .Infine versate l’olio extravergine di oliva  e mescolate bene . Lasciate riposare a temperatura ambiente per almeno un’ora prima di servire il vostro chimichurri !"
99ab226f-c5e7-3949-abfc-1ad15e1469cf,Frittelle di verdure croccanti,"Per preparare le frittelle di verdure croccanti come prima cosa lavate bene la zucchina e la carota. Rimuovete le estremità dalla zucchina  e grattugiatela con una grattugia dai fori larhi . Fate lo stesso con la carota, prima spuntatela .Poi grattugiatela . Sbucciate la patata  e grattugiatela .In una ciotola versate le zucchine , le carote e le patate . Mescolate bene il tutto .Aggiungere la paprika , il bicarbonato  e la farina  . Mescolate con le mani o con un mestolo di legno. Salate, pepate  e aggiungete le foglioline di timo . Impastate con le mani ottenendo un composto compatto . Formate delle palline con il composto e schiacciatele leggermente con le mani , in tutto ne otterrete . Versate l'olio in una padella antiaderente  e quando sarà caldo adagiate le frittelle all'interno . Se la padella non è abbastanza grande, non inseritene troppe e cuocetele in più volte. Cuocete le frittelle per  minuti, girandole di tanto in tanto. Quando saranno ben dorate scolatele  e trasferitele su un vassoio con carta assorbente per togliere l'olio in eccesso . Salate e servite le vostre frittelle croccanti . "
5b4ff380-91f4-3e44-9efa-18aff3cfa893,Feta al forno,"Per realizzare la feta al forno, per prima cosa preriscaldate il forno a ° in modalità statica, poi preparate gli ingredienti che vi serviranno: lavate i pomodori, eliminate la parte con il picciolo e tagliateli a rondelle sottili . Sbucciate la cipolla rossa, dividetela a metà per il lungo e tagliatela trasversalmente a fettine sottili . Ponete le fette di pomodori e di cipolla in una ciotola ,poi aggiungete le olive nere , metà dose di olio  e un pizzico di sale e mescolate bene tutti gli ingredienti .Ora prendete una teglia in ceramica (noi abbiamo usato una teglia quadrata di  cm per lato) e foderate la base con le fette di pomodoro . Adagiate la feta intera al centro  e distribuite il condimento rimanente intorno ai lati .Per finire, condite con l'olio rimasto  e una manciata di foglioline di origano , poi cuocete nel forno statico preriscaldato a ° per circa un’ora. Trascorso questo tempo, la vostra feta al forno sarà pronta per essere servita !"
167d8825-5552-3081-9bd0-0b6a7c2b4f75,Spatzle,"Per realizzare gli spätzle, setacciate la farina in una ciotola , unite le uova, salate  e aromatizzate con la noce moscata ,per finire versate a filo l’acqua a temperatura ambiente (se non realizzate gli spätzle con l'apposito attrezzo ma con uno schiacciapatate, rimanete un pò indietro con la dose di acqua per ottenere un composto più consistente e meno liquidi) ; mescolate bene con una frusta per amalgamare gli ingredienti e ottenere un composto liscio e senza grumi rimarrà piuttosto liquido . Portate intanto al bollore una pentola colma di acqua, salate a bollore: servirà per la cottura degli spatzle. Nel frattempo occupatevi del condimento perché gli spatzle cuociono in poco tempo: lavate gli steli di erba cipollina e tritateli .In una padella ampia sciogliete il burro ,  intanto prendete lo Spätzlehobel, lo strumento per creare gli spatzle, se non lo possedete potete usare anche uno schiacciapatate. Ponete lo Spätzlehobel sopra la pentola con l'acqua che bolle, versate nell’apposito spazio un mestolo di composto , fate scorrere avanti e indietro l’attrezzo che farà cadere gli spatzle appena formati direttamente nella pentola, non appenna saranno a contatto con l’acqua bollente gli spatzle cuoceranno in pochi istanti , come per gli gnocchi.Quando gli spätzle inizieranno a riaffiorare in superficie , scolateli con una schiumarola  e trasferiteli direttamente nella padella dove avete sciolto il burro Aggiungete l’erba cipollina tritata , se dovessero risultare troppo asciutti versate un mestolo di acqua di cottura , spadellate per insaporire e servite i vostri spätzle ben caldi !"
a1a4a670-204a-397c-9efe-1031256ce921,Calamarata,"Per preparare la calamarata cominciate dell'aglio: potete pelarlo facilmente schiacciando con il palmo della mano prima di rimuovere la camicia. Per il peperoncino fresco, potete usarlo con i semi o in alternativa riumuoverli se preferite meno piccantezza , prima di tritarlo finemente . Lavate i pomodorini, asciugateli e divideteli in  parti . A questo punto occupatevi della pulizia dei calamari. Vanno prima sciacquati sotto acqua corrente , poi staccate la parte interne tirando il capo. Da quest’ultimo eliminate la parte bianca con la cartilagine; dalla testa invece togliete gli occhi e spremete il becco posto al centro .Staccate la pelle utilizzando uno spelucchino  e per finire, sciacquate nuovamente, prima di tagliare ad anelli grossi circa  cm . Spostatevi ai fornelli; mettete a bollire in un tegame abbondante acqua da salare a bollore per poi cuocere la pasta. Nel frattempo scaldate l'olio in una una casseruola con lo spicchio d’aglio il peperoncino tritato .Non appena il fondo sarà ben caldo alzate alla temperatura e scottate gli anelli di calamaro . Quando si saranno sigillati, bastano pochi secondi, sfumate con il vino bianco e aspettate che l’alcol sia completamente evaporato . Quindi rimuovete l’aglio, aggiungete i pomodorini e il concentrato di pomodoro .Mescolate, aggiustate di sale  e poi abbassate la fiamma, lasciate cuocere il tutto per una decina di minuti. A fine cottura spolverizzate con il prezzemolo tritato . Nel frattempo potrete cuocere la pasta fino a metà cottura .Non appena la pasta è cotta prelevate un mestolo d’acqua di cottura e versatelo in padella  poi scolate la calamarata e tuffatela in padella . Amalgamate pochi istanti e aggiungete acqua al bisogno affinché il composto risulti liquido ma non slegato .Su un foglio di alluminio mettete un altro foglio ma di carta forno , adagiate nel mezzo un paio di mestolate di pasta  e chiudete a caramella prima la carta forno e poi quella alluminio . Disponete i cartocci su una leccarda  e cuocete in forno statico, già caldo a °, per circa  minuti. Ecco pronta la vostra calamarata, non vi resta che servirla !"
c42ad706-b809-3b41-97b0-4c39852e3dcb,Biscotti integrali,"Per preparare i biscotti integrali iniziate ad occuparvi della frolla: versate in un mixer la farina integrale , lo zucchero muscovado  e il burro freddo di frigorifero tagliato a cubetti .Azionate le lame fino a frullare il tutto e fino ad ottenere un composto sbricioloso , poi trasferitelo su una spianatoia. Aggiungete la scorza del limone grattugiata  e le uova leggermente sbattute .Iniziate ad impastare velocemente con le mani (-) giusto il tempo di ottenere un panetto uniforme , ma senza scaldare troppo l'impasto.Avvolgetelo quindi nella pellicola trasparente  e lasciatelo riposare in frigorifero per  ora. Dopodichè infarinate leggermente la spianatoia e stendete la vostra frolla  fino ad ottenere uno spessore di circa  cm .A questo punto utilizzate un coppa pasta del diametro di  cm intagliate i vostri biscotti  e trasferiteli su una leccarda foderata di carta forno, aiutandovi con una spatolola , distanziandoli leggermente. Una volta riempita l'intera teglia  cuocete i biscotti in forno statico preriscaldato a ° per - minuti (potete provare a cuocere in forno ventilato sempre a ° per  minuti circa).Appena cotti, sfornateli , attendete qualche minuto e trasferiteli su una gratella  per farli raffreddare completamente. Nel frattempo impastate rapidamente gli scarti di frolla e continuate a preparare gli altri biscotti integrali per poi cuocerli come indicato precedentemente; in tutto otterrete circa  biscotti. Non vi resta quindi che servirli per la colazione o la merenda !"
ca6f208f-2860-3819-a26a-773ca7f2ec40,Pesto alla trapanese,"Per preparare il pesto alla trapanese, potete versare la mandorle pelate nel mixer  in modo da frullarle finemente . Quindi unite i pomodori tagliati a pezzi grossolani, basilico e un pizzico di sale , uno spicchi di aglio intero privato della camicia e procedete a frullare ancora qualche istante.Lasciate pure la consistenza piuttosto grossolana. Una volta che sarà diventato un composto omogeneo , trasferite in una ciotola, unite il Pecorino grattugiato  e l'olio .Mescolate , in modo da creare un composto omogeneo . Il vostro pesto trapanese è pronto per essere utilizzato per condire la pasta ."
99e80d58-e2d8-3b83-a788-6518d230dddc,Chips di patate,"Per preparare le chips di patate come prima cosa lavate bene le patate, eliminando tutti i residui di terra . Utilizzando una mandolina ricavate delle fettine di  mm . Una volta che avrete tagliato la prima patata , trasferite le fettine in una ciotola con acqua fredda.Proseguite così per tutte le altre. L'acqua diventerà subito torbida per via dell'amido contenuto nelle patate, cambiatela almeno  volte prima di lasciarle in ammollo per un'ora . A questo punto scolatele e trasferitele su un canovaccio asciutto e pulito . Distendetele bene .Tamponatele con carta da cucina . Asciugatele molto bene altrimenti una volta immerse nell'olio, questo potrebbe ""esplodere"" schizzando. Scaldate l'olio portandolo ad una temperatura di °. Immergete le patate nell'olio caldo, poche per volta . Cuocetele per un paio di minuti .Scolatele con una schiumarola  e trasferitele su un vassoio con carta per fritti . Cuocete in questo modo tutte le altre, poi portate l'olio ad una temperatura di ° e immergete nuovamente le patate .Cuocetele per altri  minuti, sino a che non saranno ben dorate. Scolatele con una schiumarola  e trasferitele su un vassoio con carta paglia . Proseguite così con la cottura delle altre. Salate e servite subito le vostre chips ."
